Write a SQL statement 
a) Display first name using the HAVING clause to filter the result set to only those records of first name column that have a count of greater than two (i.e. HAVING COUNT(*) > 2). 
Ans:
mysql> select first_name, COUNT(*)count from actor group by first_name HAVING CO
UNT(*)>2;
+------------+-------+
| first_name | count |
+------------+-------+
| BURT       |     3 |
| CAMERON    |     3 |
| CHRISTIAN  |     3 |
| CUBA       |     3 |
| DAN        |     3 |
| ED         |     3 |
| FAY        |     3 |
| GENE       |     3 |
| GROUCHO    |     3 |
| JAYNE      |     3 |
| JULIA      |     4 |
| KENNETH    |     4 |
| MATTHEW    |     3 |
| MORGAN     |     3 |
| NICK       |     3 |
| PENELOPE   |     4 |
| RUSSELL    |     3 |
+------------+-------+
17 rows in set (0.00 sec)

b) Selects all records from the actor table in the sakila database where the value of the first name column is equal to ADAM 
Ans:
mysql> select *from actor where first_name = 'ADAM';
+----------+------------+-----------+---------------------+
| actor_id | first_name | last_name | last_update         |
129 rows in set (0.00 sec)
 
d) Selected all actors' first names from the actor table and grouped them by the first name.
Ans:
mysql> select first_name from actor group by first_name;
+-------------+
| first_name  |
+-------------+
| ADAM        |
| AL          |
| ALAN        |
| ALBERT      |
| ALEC        |
| ANGELA      |
| ANGELINA    |
| ANNE        |
| Arvind      |
| AUDREY      |
| BELA        |
| BEN         |
| BETTE       |
| BOB         |
| BURT        |
| CAMERON     |
| CARMEN      |
| CARY        |
| CATE        |
| CHARLIZE    |
| CHRIS       |
| CHRISTIAN   |
| CHRISTOPHER |
| CUBA        |
| DAN         |
| DARYL       |
| DEBBIE      |
| DUSTIN      |
| ED          |
| ELLEN       |
| ELVIS       |
| EMILY       |
| EWAN        |
| FAY         |
| FRANCES     |
| FRED        |
| GARY        |
| GENE        |
| GEOFFREY    |
| GINA        |
| GOLDIE      |
| GRACE       |
| GREG        |
| GREGORY     |
| GRETA       |
| GROUCHO     |
| HARRISON    |
| HARVEY      |
| HELEN       |
| HENRY       |
| HUMPHREY    |
| IAN         |
| JADA        |
| JAMES       |
| JANE        |
| JAYNE       |
| JEFF        |
| JENNIFER    |
| JESSICA     |
| JIM         |
| JODIE       |
| JOE         |
| JOHN        |
| JOHNNY      |
| JON         |
| JUDE        |
| JUDY        |
| JULIA       |
| JULIANNE    |
| KARL        |
| KENNETH     |
| KEVIN       |
| KIM         |
| KIRK        |
| KIRSTEN     |
| LAURA       |
| LAURENCE    |
| LISA        |
| LIZA        |
| LUCILLE     |
| MAE         |
| MARY        |
| MATTHEW     |
| MEG         |
| MENA        |
| MERYL       |
| MICHAEL     |
| MICHELLE    |
| MILLA       |
| MINNIE      |
| MORGAN      |
| NATALIE     |
| NICK        |
| OLYMPIA     |
| OPRAH       |
| PARKER      |
| PENELOPE    |
| RALPH       |
| RAY         |
| REESE       |
| RENEE       |
| RICHARD     |
| RIP         |
| RITA        |
| RIVER       |
| ROCK        |
| RUSSELL     |
| SALMA       |
| SANDRA      |
| SCARLETT    |
| SEAN        |
| SIDNEY      |
| SISSY       |
| SPENCER     |
| SUSAN       |
| SYLVESTER   |
| THORA       |
| TIM         |
| TOM         |
| UMA         |
| VAL         |
| VIVIEN      |
| WALTER      |
| WARREN      |
| WHOOPI      |
| WILL        |
| WILLIAM     |
| WOODY       |
| ZERO        |
+-------------+
129 rows in set (0.00 sec)
